mode,route_id,o_zone_id,d_zone_id,unique_route_id,prob,node_ids,link_ids,distance_mile,total_distance_km,total_free_flow_travel_time,total_travel_time,route_key,volume
1,1,6,14,2,0.0238116,6;5;9;10;15;14,15;13;25;28;44,23,37.007,23,54.4346,59_125,2.38116
1,4,6,14,4,0.023008,6;2;1;3;4;11;14,14;3;2;6;10;34,29,46.661,29,41.7085,41_69,2.3008
1,0,6,15,1,0.0184019,6;8;16;17;19;15,16;22;49;53;57,14,22.526,14,45.1537,81_197,3.68038
1,1,6,15,2,0.969203,6;5;9;10;15,15;13;25;28,18,28.962,18,40.1368,45_81,193.841
1,5,6,15,3,0.0123949,6;5;4;11;10;15,15;11;10;32;28,23,37.007,23,46.0009,51_96,2.47897
1,2,6,16,3,0.0787284,6;8;7;18;16,16;20;18;55,10,16.09,10,25.3016,55_109,70.8555
1,0,6,16,1,0.912907,6;8;16,16;22,7,11.263,7,24.9426,30_38,821.616
1,1,6,16,2,0.0083645,6;5;9;8;7;18;16,15;13;24;20;18;55,27,43.443,27,47.3047,69_145,7.52805
1,0,6,17,1,0.912907,6;8;16;17,16;22;49,9,14.481,9,33.3563,47_87,456.454
1,1,6,17,2,0.0172866,6;5;9;10;17,15;13;25;30,20,32.18,20,44.1657,47_83,8.64331
1,4,6,17,3,0.0698062,6;8;7;18;16;17,16;20;18;55;49,12,19.308,12,33.7153,72_158,34.9031
1,1,6,18,2,0.0083645,6;5;9;8;7;18,15;13;24;20;18,24,38.616,24,44.0991,53_90,0.83645
1,0,6,18,1,0.9834,6;8;7;18,16;20;18,7,11.263,7,22.0959,39_54,98.34
1,3,6,18,3,0.00823581,6;8;16;18,16;22;50,10,16.09,10,28.1769,48_88,0.823581
1,5,6,19,4,0.0123949,6;5;4;11;10;15;19,15;11;10;32;28;45,26,41.834,26,50.1797,70_141,2.47897
1,0,6,19,1,0.0184019,6;8;16;17;19,16;22;49;53,11,17.699,11,40.9006,66_140,3.68038
1,1,6,19,2,0.110964,6;5;9;10;15;19,15;13;25;28;45,21,33.789,21,44.3156,64_126,22.1928
1,4,6,19,3,0.858239,6;8;7;18;20;19,16;20;18;56;61,15,24.135,15,36.2143,78_171,171.648
1,0,6,20,1,0.9834,6;8;7;18;20,16;20;18;56,11,17.699,11,26.3925,59_110,295.02
1,1,6,20,2,0.0083645,6;5;9;10;15;19;20,15;13;25;28;45;59,25,40.225,25,54.0953,84_185,2.50935
1,3,6,20,3,0.00823581,6;8;16;18;20,16;22;50;56,14,22.526,14,32.4734,68_144,2.47074
1,0,6,21,1,0.960392,6;8;7;18;20;21,16;20;18;56;62,17,27.353,17,35.2227,80_172,96.0392
1,1,6,21,2,0.0083645,6;5;9;10;15;19;20;21,15;13;25;28;45;59;62,31,49.879,31,62.9255,105_247,0.83645
1,3,6,21,3,0.00823581,6;5;4;3;12;13;24;21,15;11;8;7;37;39;75,24,38.616,24,51.4107,88_192,0.823581
1,4,6,21,4,0.023008,6;2;1;3;12;13;24;21,14;3;2;7;37;39;75,29,46.661,29,51.3947,82_177,2.3008
1,3,6,22,4,0.00823581,6;8;16;18;20;22,16;22;50;56;63,19,30.571,19,40.6372,90_207,1.64716
1,0,6,22,1,0.974478,6;8;7;18;20;22,16;20;18;56;63,16,25.744,16,34.5562,81_173,194.896
1,1,6,22,2,0.0083645,6;5;9;10;15;19;20;22,15;13;25;28;45;59;63,30,48.27,30,62.259,106_248,1.6729
1,2,6,22,3,0.00892213,6;8;7;18;20;21;22,16;20;18;56;62;65,19,30.571,19,39.7888,102_237,1.78443
1,0,6,23,1,0.616862,6;5;4;11;14;23,15;11;10;34;42,20,32.18,20,42.3432,63_112,61.6862
1,1,6,23,2,0.0814569,6;2;1;3;12;13;24;23,14;3;2;7;37;39;76,28,45.052,28,44.5858,84_178,8.14569
1,2,6,23,3,0.00892213,6;8;7;18;20;21;24;23,16;20;18;56;62;66;76,22,35.398,22,50.105,127_314,0.892213
1,7,6,23,4,0.292759,6;5;4;3;12;13;24;23,15;11;8;7;37;39;76,23,37.007,23,44.6018,90_193,29.2759
1,0,6,24,1,0.027324,6;8;7;18;20;21;24,16;20;18;56;62;66,20,32.18,20,46.2308,104_238,2.7324
1,3,6,24,3,0.630795,6;5;4;3;12;13;24,15;11;8;7;37;39,21,33.789,21,40.7276,67_117,63.0795
1,1,6,24,2,0.341881,6;2;1;3;12;13;24,14;3;2;7;37;39,26,41.834,26,40.7116,61_102,34.1881
1,0,7,1,1,0.976188,7;8;6;2;1,17;19;14;3,16,25.744,16,34.0321,24_53,488.094
1,1,7,1,2,0.0238116,7;8;9;5;4;3;1,17;21;23;11;8;5,28,45.052,28,41.994,37_85,11.9058
1,0,7,2,1,0.991636,7;8;6;2,17;19;14,10,16.09,10,28.031,23_50,198.327
1,1,7,2,2,0.0083645,7;8;9;5;4;3;1;2,17;21;23;11;8;5;1,34,54.706,34,47.9952,39_86,1.6729
1,0,7,3,1,0.586952,7;8;6;5;4;3,17;19;15;11;8,15,24.135,15,38.0579,33_70,58.6952
1,1,7,3,2,0.249171,7;8;9;5;4;3,17;21;23;11;8,24,38.616,24,37.9833,36_80,24.9171
1,2,7,3,3,0.163878,7;8;6;2;1;3,17;19;14;3;2,20,32.18,20,38.0419,27_55,16.3878
1,0,7,4,1,0.750829,7;8;6;5;4,17;19;15;11,11,17.699,11,33.7164,30_62,300.332
1,1,7,4,2,0.249171,7;8;9;5;4,17;21;23;11,20,32.18,20,33.6417,33_72,99.6682
1,1,7,5,2,0.249171,7;8;9;5,17;21;23,18,28.962,18,31.2807,29_61,49.8341
1,0,7,5,1,0.750829,7;8;6;5,17;19;15,9,14.481,9,31.3553,26_51,150.166
1,1,7,6,2,0.0083645,7;8;9;5;6,17;21;23;12,22,35.398,22,40.0925,35_73,3.3458
1,0,7,6,1,0.991636,7;8;6,17;19,5,8.045,5,21.5347,21_36,396.654
1,0,7,8,1,1,7;8,17,3,4.827,3,6.29196,15_17,1000
1,0,7,9,1,0.0184019,7;18;16;10;9,18;55;48;26,12,19.308,12,32.4899,60_147,11.0411
1,1,7,9,2,0.973362,7;8;9,17;21,13,20.917,13,21.3714,24_38,584.017
1,3,7,9,3,0.00823581,7;8;6;5;9,17;19;15;13,14,22.526,14,41.8941,35_64,4.94149
1,0,7,10,1,0.841167,7;18;16;10,18;55;48,9,14.481,9,26.5897,51_121,1598.22
1,1,7,10,2,0.138202,7;8;9;10,17;21;25,16,25.744,16,27.3345,34_63,262.584
1,3,7,10,3,0.0206307,7;18;16;17;10,18;55;49;51,15,24.135,15,30.4184,68_173,39.1983
1,0,7,11,1,0.756923,7;18;16;10;11,18;55;48;27,14,22.526,14,38.6359,62_148,378.462
1,1,7,11,2,0.0083645,7;8;9;5;4;11,17;21;23;11;10,26,41.834,26,41.4615,44_82,4.18225
1,2,7,11,3,0.11439,7;8;9;10;11,17;21;25;27,21,33.789,21,39.3807,45_90,57.1952
1,3,7,11,4,0.104875,7;8;6;5;4;11,17;19;15;11;10,17,27.353,17,41.5361,41_72,52.4374
1,7,7,11,5,0.0154471,7;18;20;22;23;14;11,18;56;63;70;71;40,23,37.007,23,50.0248,115_318,7.72354
1,9,7,12,4,0.0467982,7;18;20;21;24;13;12,18;56;62;66;74;38,22,35.398,22,46.6634,115_314,32.7588
1,0,7,12,1,0.586952,7;8;6;5;4;3;12,17;19;15;11;8;7,19,30.571,19,42.0868,45_77,410.866
1,1,7,12,2,0.202372,7;8;9;5;4;3;12,17;21;23;11;8;7,28,45.052,28,42.0122,48_87,141.661
1,2,7,12,3,0.163878,7;8;6;2;1;3;12,17;19;14;3;2;7,24,38.616,24,42.0708,39_62,114.714
1,2,7,13,3,0.00892213,7;8;6;2;1;3;12;13,17;19;14;3;2;7;37,27,43.443,27,45.1049,52_99,3.56885
1,0,7,13,1,0.753822,7;18;20;21;24;13,18;56;62;66;74,19,30.571,19,43.6276,103_276,301.529
1,1,7,13,2,0.0751421,7;8;9;5;4;3;12;13,17;21;23;11;8;7;37,31,49.879,31,45.0463,61_124,30.0569
1,3,7,13,4,0.162114,7;8;6;5;4;3;12;13,17;19;15;11;8;7;37,22,35.398,22,45.1209,58_114,64.8456
1,0,7,14,1,0.0184019,7;18;16;17;19;15;14,18;55;49;53;57;44,17,27.353,17,39.7722,106_276,3.68038
1,2,7,14,3,0.00892213,7;18;20;21;24;23;14,18;56;62;66;76;71,21,33.789,21,38.9426,127_349,1.78443
1,1,7,14,2,0.210599,7;18;20;22;23;14,18;56;63;70;71,19,30.571,19,35.0417,104_278,42.1198
1,4,7,14,4,0.762077,7;18;20;19;15;14,18;56;61;57;44,18,28.962,18,34.7269,93_236,152.415
1,3,7,15,4,0.00823581,7;18;20;22;15,18;56;63;67,14,22.526,14,23.3018,82_204,4.11791
1,2,7,15,3,0.00892213,7;18;20;21;22;15,18;56;62;65;67,17,27.353,17,28.5345,103_268,4.46106
1,1,7,15,2,0.948993,7;18;20;19;15,18;56;61;57,13,20.917,13,20.4292,79_192,474.497
1,0,7,15,1,0.033849,7;18;16;17;19;15,18;55;49;53;57,12,19.308,12,25.4745,92_232,16.9245
1,0,7,16,1,1,7;18;16,18;55,5,8.045,5,5.26337,41_73,1400
1,0,7,17,1,0.982713,7;18;16;17,18;55;49,7,11.263,7,13.6771,58_122,982.713
1,1,7,17,2,0.0172866,7;8;9;10;17,17;21;25;30,24,38.616,24,45.1777,51_93,17.2866
1,0,7,18,1,1,7;18,18,2,3.218,2,2.05773,25_18,200
1,1,7,19,2,0.957229,7;18;20;19,18;56;61,10,16.09,10,16.1761,64_135,382.892
1,0,7,19,1,0.033849,7;18;16;17;19,18;55;49;53,9,14.481,9,21.2214,77_175,13.5396
1,2,7,19,3,0.00892213,7;18;20;21;22;15;19,18;56;62;65;67;45,20,32.18,20,32.7133,122_313,3.56885
1,0,7,20,1,1,7;18;20,18;56,6,9.654,6,6.35425,45_74,500
1,0,7,21,1,1,7;18;20;21,18;56;62,12,19.308,12,15.1845,66_136,200
1,0,7,22,1,0.991078,7;18;20;22,18;56;63,11,17.699,11,14.518,67_137,495.539
1,2,7,22,2,0.00892213,7;18;20;21;22,18;56;62;65,14,22.526,14,19.7506,88_201,4.46106
1,0,7,23,1,0.782574,7;18;20;22;23,18;56;63;70,15,24.135,15,26.1658,90_207,156.515
1,2,7,23,2,0.217426,7;18;20;21;24;23,18;56;62;66;76,17,27.353,17,30.0667,113_278,43.4851
1,0,7,24,1,0.917534,7;18;20;21;24,18;56;62;66,15,24.135,15,26.1925,90_202,91.7534
1,1,7,24,2,0.0824658,7;18;20;22;23;24,18;56;63;70;73,17,27.353,17,30.0944,114_280,8.24658
1,0,8,1,1,0.976188,8;6;2;1,19;14;3,13,20.917,13,27.7401,17_36,780.951
1,1,8,1,2,0.0238116,8;9;5;4;3;1,21;23;11;8;5,25,40.225,25,35.702,30_68,19.0493
1,0,8,2,1,0.991636,8;6;2,19;14,7,11.263,7,21.7391,16_33,396.654
1,1,8,2,2,0.0083645,8;9;5;4;3;1;2,21;23;11;8;5;1,31,49.879,31,41.7033,32_69,3.3458
1,1,8,3,2,0.249171,8;9;5;4;3,21;23;11;8,21,33.789,21,31.6914,29_63,49.8341
1,0,8,3,1,0.586952,8;6;5;4;3,19;15;11;8,12,19.308,12,31.766,26_53,117.39
1,2,8,3,3,0.163878,8;6;2;1;3,19;14;3;2,17,27.353,17,31.75,20_38,32.7755
1,0,8,4,1,0.750829,8;6;5;4,19;15;11,8,12.872,8,27.4244,23_45,525.581
1,1,8,4,2,0.249171,8;9;5;4,21;23;11,17,27.353,17,27.3498,26_55,174.419
1,0,8,5,1,0.750829,8;6;5,19;15,6,9.654,6,25.0634,19_34,375.415
1,1,8,5,2,0.249171,8;9;5,21;23,15,24.135,15,24.9887,22_44,124.585
1,0,8,6,1,0.991636,8;6,19,2,3.218,2,15.2427,14_19,793.308
1,1,8,6,2,0.0083645,8;9;5;6,21;23;12,19,30.571,19,33.8006,28_56,6.6916
1,0,8,7,1,1,8;7,20,3,4.827,3,5.75205,15_20,1000
1,0,8,9,1,0.991764,8;9,21,10,16.09,10,15.0794,17_21,793.411
1,3,8,9,2,0.00823581,8;6;5;9,19;15;13,11,17.699,11,35.6021,28_47,6.58865
1,0,8,10,1,0.0184019,8;16;10,22;48,9,14.481,9,31.9827,34_70,29.443
1,1,8,10,2,0.960967,8;9;10,21;25,13,20.917,13,21.0426,27_46,1537.55
1,3,8,10,3,0.00823581,8;6;5;9;10,19;15;13;25,14,22.526,14,41.5653,38_72,13.1773
1,5,8,10,4,0.0123949,8;16;17;10,22;49;51,15,24.135,15,35.8115,51_122,19.8318
1,0,8,11,1,0.0184019,8;16;10;11,22;48;27,14,22.526,14,44.029,45_97,14.7215
1,2,8,11,3,0.603183,8;9;10;11,21;25;27,18,28.962,18,33.0888,38_73,482.546
1,1,8,11,2,0.0238116,8;9;5;4;11,21;23;11;10,23,37.007,23,35.1695,37_65,19.0493
1,3,8,11,4,0.354604,8;6;5;4;11,19;15;11;10,14,22.526,14,35.2441,34_55,283.683
1,0,8,12,1,0.586952,8;6;5;4;3;12,19;15;11;8;7,16,25.744,16,35.7948,38_60,352.171
1,1,8,12,2,0.249171,8;9;5;4;3;12,21;23;11;8;7,25,40.225,25,35.7202,41_70,149.502
1,2,8,12,3,0.163878,8;6;2;1;3;12,19;14;3;2;7,21,33.789,21,35.7789,32_45,98.3266
1,0,8,13,1,0.586952,8;6;5;4;3;12;13,19;15;11;8;7;37,19,30.571,19,38.829,51_97,352.171
1,2,8,13,3,0.163878,8;6;2;1;3;12;13,19;14;3;2;7;37,24,38.616,24,38.813,45_82,98.3266
1,1,8,13,2,0.249171,8;9;5;4;3;12;13,21;23;11;8;7;37,28,45.052,28,38.7544,54_107,149.502
1,3,8,14,4,0.00823581,8;16;18;20;22;23;14,22;50;56;63;70;71,25,40.225,25,46.8747,121_332,3.29432
1,0,8,14,1,0.0184019,8;16;17;19;15;14,22;49;53;57;44,17,27.353,17,45.1653,89_225,7.36076
1,2,8,14,3,0.00892213,8;7;18;20;21;24;23;14,20;18;56;62;66;76;71,24,38.616,24,44.6947,135_369,3.56885
1,1,8,14,2,0.189968,8;7;18;20;22;23;14,20;18;56;63;70;71,22,35.398,22,40.7937,112_298,75.9874
1,5,8,14,6,0.0123949,8;6;5;4;11;14,19;15;11;10;34,18,28.962,18,48.2816,48_89,4.95795
1,4,8,14,5,0.762077,8;7;18;20;19;15;14,20;18;56;61;57;44,21,33.789,21,40.479,101_256,304.831
1,0,8,15,1,0.033849,8;16;17;19;15,22;49;53;57,12,19.308,12,30.8675,75_181,20.3094
1,1,8,15,2,0.948993,8;7;18;20;19;15,20;18;56;61;57,16,25.744,16,26.1812,87_212,569.396
1,2,8,15,3,0.00892213,8;7;18;20;21;22;15,20;18;56;62;65;67,20,32.18,20,34.2865,111_288,5.35328
1,3,8,15,4,0.00823581,8;16;18;20;22;15,22;50;56;63;67,20,32.18,20,35.1349,99_258,4.94149
1,0,8,16,1,0.912907,8;16,22,5,8.045,5,10.6564,24_22,2008.4
1,1,8,16,2,0.0870929,8;7;18;16,20;18;55,8,12.872,8,11.0154,49_93,191.604
1,1,8,17,2,0.0172866,8;9;10;17,21;25;30,21,33.789,21,38.8857,44_76,24.2013
1,0,8,17,1,0.912907,8;16;17,22;49,7,11.263,7,19.0702,41_71,1278.07
1,4,8,17,3,0.0698062,8;7;18;16;17,20;18;55;49,10,16.09,10,19.4291,66_142,97.7287
1,0,8,18,1,0.991764,8;7;18,20;18,5,8.045,5,7.80978,33_38,297.529
1,3,8,18,2,0.00823581,8;16;18,22;50,8,12.872,8,13.8908,42_72,2.47074
1,0,8,19,1,0.0420848,8;16;17;19,22;49;53,9,14.481,9,26.6145,60_124,29.4593
1,1,8,19,2,0.948993,8;7;18;20;19,20;18;56;61,13,20.917,13,21.9282,72_155,664.295
1,2,8,19,3,0.00892213,8;7;18;20;21;22;15;19,20;18;56;62;65;67;45,23,37.007,23,38.4653,130_333,6.24549
1,0,8,20,1,0.991764,8;7;18;20,20;18;56,9,14.481,9,12.1063,53_94,892.588
1,3,8,20,2,0.00823581,8;16;18;20,22;50;56,12,19.308,12,18.1873,62_128,7.41223
1,0,8,21,1,0.991764,8;7;18;20;21,20;18;56;62,15,24.135,15,20.9365,74_156,396.706
1,3,8,21,2,0.00823581,8;16;18;20;21,22;50;56;62,18,28.962,18,27.0175,83_190,3.29432
1,0,8,22,1,0.982842,8;7;18;20;22,20;18;56;63,14,22.526,14,20.27,75_157,491.421
1,2,8,22,2,0.00892213,8;7;18;20;21;22,20;18;56;62;65,17,27.353,17,25.5027,96_221,4.46106
1,3,8,22,3,0.00823581,8;16;18;20;22,22;50;56;63,17,27.353,17,26.351,84_191,4.11791
1,0,8,23,1,0.774339,8;7;18;20;22;23,20;18;56;63;70,18,28.962,18,31.9178,98_227,232.302
1,3,8,23,3,0.00823581,8;16;18;20;22;23,22;50;56;63;70,21,33.789,21,37.9988,107_261,2.47074
1,2,8,23,2,0.217426,8;7;18;20;21;24;23,20;18;56;62;66;76,20,32.18,20,35.8188,121_298,65.2277
1,3,8,24,3,0.00823581,8;16;18;20;22;23;24,22;50;56;63;70;73,23,37.007,23,41.9274,131_334,1.64716
1,0,8,24,1,0.917534,8;7;18;20;21;24,20;18;56;62;66,18,28.962,18,31.9446,98_222,183.507
1,1,8,24,2,0.07423,8;7;18;20;22;23;24,20;18;56;63;70;73,20,32.18,20,35.8465,122_300,14.846
1,0,9,1,1,1,9;5;4;3;1,23;11;8;5,15,24.135,15,20.6226,22_47,500
1,0,9,2,1,0.703225,9;5;6;2,23;12;14,14,22.526,14,25.2175,22_49,140.645
1,1,9,2,2,0.296775,9;5;4;3;1;2,23;11;8;5;1,21,33.789,21,26.6239,24_48,59.355
1,0,9,3,1,1,9;5;4;3,23;11;8,11,17.699,11,16.612,21_42,100
1,0,9,4,1,1,9;5;4,23;11,7,11.263,7,12.2704,18_34,700
1,0,9,5,1,1,9;5,23,5,8.045,5,9.90934,14_23,800
1,0,9,6,1,1,9;5;6,23;12,9,14.481,9,18.7212,20_35,400
1,0,9,7,1,0.0414099,9;10;16;18;7,25;29;50;54,12,19.308,12,32.3364,60_158,24.8459
1,1,9,7,2,0.95859,9;8;7,24;20,13,20.917,13,21.682,24_44,575.154
1,0,9,8,1,1,9;8,24,10,16.09,10,15.9299,17_24,800
1,0,9,10,1,1,9;10,25,3,4.827,3,5.96315,19_25,2800
1,0,9,11,1,0.891944,9;10;11,25;27,8,12.872,8,18.0094,30_52,1248.72
1,1,9,11,2,0.108056,9;5;4;11,23;11;10,13,20.917,13,20.0901,29_44,151.278
1,1,9,12,2,0.972676,9;5;4;3;12,23;11;8;7,15,24.135,15,20.6408,33_49,583.606
1,0,9,12,1,0.027324,9;10;11;12,25;27;33,14,22.526,14,32.2758,42_85,16.3944
1,0,9,13,1,0.027324,9;10;11;12;13,25;27;33;37,17,27.353,17,35.3099,55_122,16.3944
1,1,9,13,2,0.972676,9;5;4;3;12;13,23;11;8;7;37,18,28.962,18,23.675,46_86,583.606
1,0,9,14,1,0.373313,9;10;11;14,25;27;34,12,19.308,12,31.0469,44_86,223.988
1,1,9,14,2,0.626687,9;10;15;14,25;28;44,14,22.526,14,34.0752,48_97,376.012
1,0,9,15,1,1,9;10;15,25;28,9,14.481,9,19.7775,34_53,900
1,0,9,16,1,0.504356,9;10;16,25;29,7,11.263,7,27.0355,35_54,706.098
1,1,9,16,2,0.0640849,9;8;7;18;16,24;20;18;55,18,28.962,18,26.9453,58_117,89.7188
1,3,9,16,3,0.431559,9;8;16,24;22,15,24.135,15,26.5864,33_46,604.183
1,1,9,17,2,0.981598,9;10;17,25;30,11,17.699,11,23.8063,36_55,883.438
1,0,9,17,1,0.0184019,9;10;16;17,25;29;49,9,14.481,9,35.4492,52_103,16.5617
1,0,9,18,1,0.0414099,9;10;16;18,25;29;50,10,16.09,10,30.2698,53_104,8.28197
1,1,9,18,2,0.950354,9;8;7;18,24;20;18,15,24.135,15,23.7397,42_62,190.071
1,3,9,18,3,0.00823581,9;8;16;18,24;22;50,18,28.962,18,29.8207,51_96,1.64716
1,0,9,19,1,0.0184019,9;10;16;17;19,25;29;49;53,11,17.699,11,42.9935,71_156,7.36076
1,1,9,19,2,0.981598,9;10;15;19,25;28;45,12,19.308,12,23.9563,53_98,392.639
1,0,9,20,1,0.0414099,9;10;16;18;20,25;29;50;56,14,22.526,14,34.5663,73_160,24.8459
1,1,9,20,2,0.0083645,9;10;15;19;20,25;28;45;59,16,25.744,16,33.7359,73_157,5.0187
1,2,9,20,3,0.94199,9;8;7;18;20,24;20;18;56,19,30.571,19,28.0362,62_118,565.194
1,3,9,20,4,0.00823581,9;8;16;18;20,24;22;50;56,22,35.398,22,34.1172,71_152,4.94149
1,0,9,21,1,0.991636,9;10;15;22;21,25;28;46;69,14,22.526,14,32.8391,77_168,297.491
1,1,9,21,2,0.0083645,9;10;15;19;20;21,25;28;45;59;62,22,35.398,22,42.5662,94_219,2.50935
1,0,9,22,1,0.991636,9;10;15;22,25;28;46,12,19.308,12,28.3452,56_99,694.145
1,1,9,22,2,0.0083645,9;10;15;19;20;22,25;28;45;59;63,21,33.789,21,41.8997,95_220,5.85515
1,5,9,23,4,0.46411,9;10;15;22;23,25;28;46;70,16,25.744,16,39.993,79_169,232.055
1,0,9,23,1,0.202101,9;10;11;14;23,25;27;34;42,16,25.744,16,40.3512,67_128,101.05
1,1,9,23,2,0.0083645,9;10;15;19;20;22;23,25;28;45;59;63;70,25,40.225,25,53.5475,118_290,4.18225
1,2,9,23,3,0.325425,9;10;15;14;23,25;28;44;42,18,28.962,18,43.3796,71_139,162.713
1,17,9,24,5,0.0513306,9;10;11;14;23;24,25;27;34;42;73,18,28.962,18,44.2799,91_201,10.2661
1,0,9,24,1,0.124207,9;10;15;22;21;24,25;28;46;69;66,17,27.353,17,43.8472,101_234,24.8413
1,1,9,24,2,0.0083645,9;10;15;19;20;22;23;24,25;28;45;59;63;70;73,27,43.443,27,57.4761,142_363,1.6729
1,3,9,24,3,0.733476,9;5;4;3;12;13;24,23;11;8;7;37;39,22,35.398,22,40.8163,70_125,146.695
1,5,9,24,4,0.0826218,9;10;15;22;23;24,25;28;46;70;73,18,28.962,18,43.9216,103_242,16.5244
1,0,10,1,1,0.94428,10;9;5;4;3;1,26;23;11;8;5,18,28.962,18,26.5228,32_73,1227.56
1,2,10,1,2,0.00892213,10;11;12;3;1,27;33;35;5,19,30.571,19,34.3544,37_100,11.5988
1,9,10,1,3,0.0467982,10;11;4;3;1,27;31;8;5,19,30.571,19,28.421,29_71,60.8377
1,1,10,2,2,0.296775,10;9;5;4;3;1;2,26;23;11;8;5;1,24,38.616,24,32.5241,34_74,178.065
1,0,10,2,1,0.0184019,10;16;8;6;2,29;47;19;14,16,25.744,16,52.0093,42_109,11.0411
1,2,10,2,3,0.00892213,10;11;12;3;1;2,27;33;35;5;1,25,40.225,25,40.3556,39_101,5.35328
1,6,10,2,4,0.629103,10;9;5;6;2,26;23;12;14,17,27.353,17,31.1177,32_75,377.462
1,9,10,2,5,0.0467982,10;11;4;3;1;2,27;31;8;5;1,25,40.225,25,34.4222,31_72,28.0789
1,9,10,3,3,0.0467982,10;11;4;3,27;31;8,15,24.135,15,24.4103,28_66,14.0395
1,0,10,3,1,0.94428,10;9;5;4;3,26;23;11;8,14,22.526,14,22.5122,31_68,283.284
1,2,10,3,2,0.00892213,10;11;12;3,27;33;35,15,24.135,15,30.3437,36_95,2.67664
1,0,10,4,1,0.94428,10;9;5;4,26;23;11,10,16.09,10,18.1706,28_60,1133.14
1,2,10,4,2,0.0557204,10;11;4,27;31,11,17.699,11,20.0687,25_58,66.8645
1,0,10,5,1,1,10;9;5,26;23,8,12.872,8,15.8095,24_49,1000
1,0,10,6,1,0.0184019,10;16;8;6,29;47;19,11,17.699,11,45.513,40_95,14.7215
1,1,10,6,2,0.981598,10;9;5;6,26;23;12,12,19.308,12,24.6214,30_61,785.279
1,0,10,7,1,0.910752,10;16;18;7,29;50;54,9,14.481,9,26.3733,51_133,1730.43
1,1,10,7,2,0.0892479,10;9;8;7,26;24;20,16,25.744,16,27.5822,34_70,169.571
1,4,10,8,3,0.023008,10;16;18;7;8,29;50;54;17,12,19.308,12,32.6652,59_150,36.8128
1,0,10,8,1,0.0184019,10;16;8,29;47,9,14.481,9,30.2703,34_76,29.443
1,1,10,8,2,0.95859,10;9;8,26;24,13,20.917,13,21.8301,27_50,1533.74
1,0,10,9,1,1,10;9,26,3,4.827,3,5.9002,19_26,2800
1,0,10,11,1,0.991636,10;11,27,5,8.045,5,12.0462,21_27,3966.54
1,1,10,11,2,0.0083645,10;9;5;4;11,26;23;11;10,16,25.744,16,25.9903,39_70,33.458
1,0,10,12,1,0.754567,10;11;12,27;33,11,17.699,11,26.3127,33_60,1509.13
1,1,10,12,2,0.245433,10;9;5;4;3;12,26;23;11;8;7,18,28.962,18,26.541,43_75,490.867
1,0,10,13,1,0.754567,10;11;12;13,27;33;37,14,22.526,14,29.3468,46_97,1433.68
1,1,10,13,2,0.245433,10;9;5;4;3;12;13,26;23;11;8;7;37,21,33.789,21,29.5752,56_112,466.323
1,0,10,14,1,0.373313,10;11;14,27;34,9,14.481,9,25.0837,35_61,783.957
1,1,10,14,2,0.626687,10;15;14,28;44,11,17.699,11,28.1121,39_72,1316.04
1,0,10,15,1,1,10;15,28,6,9.654,6,13.8143,25_28,4000
1,0,10,16,1,0.910752,10;16,29,4,6.436,4,21.0723,26_29,4007.31
1,1,10,16,2,0.0083645,10;15;19;20;18;16,28;45;59;60;55,20,32.18,20,35.2706,98_247,36.8038
1,2,10,16,3,0.00892213,10;9;8;7;18;16,26;24;20;18;55,21,33.789,21,32.8455,68_143,39.2574
1,3,10,16,4,0.0206307,10;9;8;16,26;24;22,18,28.962,18,32.4866,43_72,90.775
1,17,10,16,5,0.0513306,10;17;16,30;52,10,16.09,10,26.2067,43_82,225.854
1,0,10,17,1,0.0184019,10;16;17,29;49,6,9.654,6,29.486,43_78,71.7674
1,1,10,17,2,0.981598,10;17,30,8,12.872,8,17.8431,27_30,3828.23
1,0,10,18,1,0.910752,10;16;18,29;50,7,11.263,7,24.3067,44_79,637.526
1,1,10,18,2,0.0083645,10;15;19;20;18,28;45;59;60,17,27.353,17,32.0649,82_192,5.85515
1,2,10,18,3,0.0726476,10;9;8;7;18,26;24;20;18,18,28.962,18,29.6399,52_88,50.8533
1,3,10,18,4,0.00823581,10;9;8;16;18,26;24;22;50,21,33.789,21,35.7209,61_122,5.76507
1,0,10,19,1,0.0184019,10;16;17;19,29;49;53,8,12.872,8,37.0304,62_131,33.1234
1,1,10,19,2,0.981598,10;15;19,28;45,9,14.481,9,17.9931,44_73,1766.88
1,0,10,20,1,0.542841,10;16;18;20,29;50;56,11,17.699,11,28.6032,64_135,1357.1
1,1,10,20,2,0.440001,10;15;19;20,28;45;59,13,20.917,13,27.7728,64_132,1100
1,2,10,20,3,0.00892213,10;15;22;21;20,28;46;69;64,17,27.353,17,35.4358,88_207,22.3053
1,3,10,20,4,0.00823581,10;15;22;20,28;46;68,14,22.526,14,30.5644,67_142,20.5895
1,0,10,21,1,0.991636,10;15;22;21,28;46;69,11,17.699,11,26.8759,68_143,1189.96
1,1,10,21,2,0.0083645,10;15;19;20;21,28;45;59;62,19,30.571,19,36.603,85_194,10.0374
1,0,10,22,1,0.991636,10;15;22,28;46,9,14.481,9,22.382,47_74,2578.25
1,1,10,22,2,0.0083645,10;15;19;20;22,28;45;59;63,18,28.962,18,35.9365,86_195,21.7477
1,0,10,23,1,0.202101,10;11;14;23,27;34;42,13,20.917,13,34.3881,58_103,363.781
